path,emotion,intensity,gender,dataset,extra_info
standardised_datasets/SAVEE/06_01_M_savee_KL_12.wav,fear,normal,M,savee,KL_12
standardised_datasets/SAVEE/03_01_M_savee_DC_10.wav,happy,normal,M,savee,DC_10
standardised_datasets/SAVEE/03_01_M_savee_DC_04.wav,happy,normal,M,savee,DC_04
standardised_datasets/SAVEE/05_01_M_savee_JK_07.wav,angry,normal,M,savee,JK_07
standardised_datasets/SAVEE/05_01_M_savee_JK_13.wav,angry,normal,M,savee,JK_13
standardised_datasets/SAVEE/03_01_M_savee_KL_07.wav,happy,normal,M,savee,KL_07
standardised_datasets/SAVEE/03_01_M_savee_KL_13.wav,happy,normal,M,savee,KL_13
standardised_datasets/SAVEE/05_01_M_savee_JE_02.wav,angry,normal,M,savee,JE_02
standardised_datasets/SAVEE/05_01_M_savee_DC_08.wav,angry,normal,M,savee,DC_08
standardised_datasets/SAVEE/05_01_M_savee_DC_09.wav,angry,normal,M,savee,DC_09
standardised_datasets/SAVEE/03_01_M_savee_KL_12.wav,happy,normal,M,savee,KL_12
standardised_datasets/SAVEE/05_01_M_savee_JE_03.wav,angry,normal,M,savee,JE_03
standardised_datasets/SAVEE/03_01_M_savee_KL_06.wav,happy,normal,M,savee,KL_06
standardised_datasets/SAVEE/05_01_M_savee_JK_12.wav,angry,normal,M,savee,JK_12
standardised_datasets/SAVEE/05_01_M_savee_JK_06.wav,angry,normal,M,savee,JK_06
standardised_datasets/SAVEE/03_01_M_savee_DC_05.wav,happy,normal,M,savee,DC_05
standardised_datasets/SAVEE/03_01_M_savee_DC_11.wav,happy,normal,M,savee,DC_11
standardised_datasets/SAVEE/06_01_M_savee_KL_13.wav,fear,normal,M,savee,KL_13
standardised_datasets/SAVEE/06_01_M_savee_KL_07.wav,fear,normal,M,savee,KL_07
standardised_datasets/SAVEE/06_01_M_savee_DC_04.wav,fear,normal,M,savee,DC_04
standardised_datasets/SAVEE/06_01_M_savee_DC_10.wav,fear,normal,M,savee,DC_10
standardised_datasets/SAVEE/06_01_M_savee_DC_14.wav,fear,normal,M,savee,DC_14
standardised_datasets/SAVEE/06_01_M_savee_KL_03.wav,fear,normal,M,savee,KL_03
standardised_datasets/SAVEE/03_01_M_savee_DC_15.wav,happy,normal,M,savee,DC_15
standardised_datasets/SAVEE/03_01_M_savee_DC_01.wav,happy,normal,M,savee,DC_01
standardised_datasets/SAVEE/03_01_M_savee_KL_02.wav,happy,normal,M,savee,KL_02
standardised_datasets/SAVEE/05_01_M_savee_JE_13.wav,angry,normal,M,savee,JE_13
standardised_datasets/SAVEE/05_01_M_savee_JE_07.wav,angry,normal,M,savee,JE_07
standardised_datasets/SAVEE/05_01_M_savee_JK_02.wav,angry,normal,M,savee,JK_02
standardised_datasets/SAVEE/05_01_M_savee_JK_03.wav,angry,normal,M,savee,JK_03
standardised_datasets/SAVEE/05_01_M_savee_JE_06.wav,angry,normal,M,savee,JE_06
standardised_datasets/SAVEE/03_01_M_savee_KL_03.wav,happy,normal,M,savee,KL_03
standardised_datasets/SAVEE/05_01_M_savee_JE_12.wav,angry,normal,M,savee,JE_12
standardised_datasets/SAVEE/03_01_M_savee_DC_14.wav,happy,normal,M,savee,DC_14
standardised_datasets/SAVEE/06_01_M_savee_KL_02.wav,fear,normal,M,savee,KL_02
standardised_datasets/SAVEE/06_01_M_savee_DC_01.wav,fear,normal,M,savee,DC_01
standardised_datasets/SAVEE/06_01_M_savee_DC_15.wav,fear,normal,M,savee,DC_15
standardised_datasets/SAVEE/06_01_M_savee_DC_03.wav,fear,normal,M,savee,DC_03
standardised_datasets/SAVEE/06_01_M_savee_KL_14.wav,fear,normal,M,savee,KL_14
standardised_datasets/SAVEE/06_01_M_savee_JE_09.wav,fear,normal,M,savee,JE_09
standardised_datasets/SAVEE/03_01_M_savee_DC_02.wav,happy,normal,M,savee,DC_02
standardised_datasets/SAVEE/03_01_M_savee_KL_15.wav,happy,normal,M,savee,KL_15
standardised_datasets/SAVEE/05_01_M_savee_JE_04.wav,angry,normal,M,savee,JE_04
standardised_datasets/SAVEE/05_01_M_savee_JE_10.wav,angry,normal,M,savee,JE_10
standardised_datasets/SAVEE/03_01_M_savee_KL_01.wav,happy,normal,M,savee,KL_01
standardised_datasets/SAVEE/05_01_M_savee_JK_15.wav,angry,normal,M,savee,JK_15
standardised_datasets/SAVEE/05_01_M_savee_JK_01.wav,angry,normal,M,savee,JK_01
standardised_datasets/SAVEE/03_01_M_savee_JE_08.wav,happy,normal,M,savee,JE_08
standardised_datasets/SAVEE/03_01_M_savee_JE_09.wav,happy,normal,M,savee,JE_09
standardised_datasets/SAVEE/05_01_M_savee_JK_14.wav,angry,normal,M,savee,JK_14
standardised_datasets/SAVEE/05_01_M_savee_JE_11.wav,angry,normal,M,savee,JE_11
standardised_datasets/SAVEE/03_01_M_savee_KL_14.wav,happy,normal,M,savee,KL_14
standardised_datasets/SAVEE/05_01_M_savee_JE_05.wav,angry,normal,M,savee,JE_05
standardised_datasets/SAVEE/03_01_M_savee_DC_03.wav,happy,normal,M,savee,DC_03
standardised_datasets/SAVEE/06_01_M_savee_JE_08.wav,fear,normal,M,savee,JE_08
standardised_datasets/SAVEE/06_01_M_savee_KL_01.wav,fear,normal,M,savee,KL_01
standardised_datasets/SAVEE/06_01_M_savee_KL_15.wav,fear,normal,M,savee,KL_15
standardised_datasets/SAVEE/06_01_M_savee_DC_02.wav,fear,normal,M,savee,DC_02
standardised_datasets/SAVEE/04_01_M_savee_DC_08.wav,sad,normal,M,savee,DC_08
standardised_datasets/SAVEE/04_01_M_savee_JK_07.wav,sad,normal,M,savee,JK_07
standardised_datasets/SAVEE/04_01_M_savee_JK_13.wav,sad,normal,M,savee,JK_13
standardised_datasets/SAVEE/04_01_M_savee_JE_02.wav,sad,normal,M,savee,JE_02
standardised_datasets/SAVEE/01_01_M_savee_KL_22.wav,neutral,normal,M,savee,KL_22
standardised_datasets/SAVEE/01_01_M_savee_DC_09.wav,neutral,normal,M,savee,DC_09
standardised_datasets/SAVEE/01_01_M_savee_DC_21.wav,neutral,normal,M,savee,DC_21
standardised_datasets/SAVEE/01_01_M_savee_JK_06.wav,neutral,normal,M,savee,JK_06
standardised_datasets/SAVEE/01_01_M_savee_JK_12.wav,neutral,normal,M,savee,JK_12
standardised_datasets/SAVEE/07_01_M_savee_KL_06.wav,disgust,normal,M,savee,KL_06
standardised_datasets/SAVEE/01_01_M_savee_JE_17.wav,neutral,normal,M,savee,JE_17
standardised_datasets/SAVEE/01_01_M_savee_JE_03.wav,neutral,normal,M,savee,JE_03
standardised_datasets/SAVEE/07_01_M_savee_KL_12.wav,disgust,normal,M,savee,KL_12
standardised_datasets/SAVEE/07_01_M_savee_DC_11.wav,disgust,normal,M,savee,DC_11
standardised_datasets/SAVEE/07_01_M_savee_DC_05.wav,disgust,normal,M,savee,DC_05
standardised_datasets/SAVEE/07_01_M_savee_DC_04.wav,disgust,normal,M,savee,DC_04
standardised_datasets/SAVEE/07_01_M_savee_DC_10.wav,disgust,normal,M,savee,DC_10
standardised_datasets/SAVEE/01_01_M_savee_JE_02.wav,neutral,normal,M,savee,JE_02
standardised_datasets/SAVEE/07_01_M_savee_KL_13.wav,disgust,normal,M,savee,KL_13
standardised_datasets/SAVEE/07_01_M_savee_KL_07.wav,disgust,normal,M,savee,KL_07
standardised_datasets/SAVEE/01_01_M_savee_JE_16.wav,neutral,normal,M,savee,JE_16
standardised_datasets/SAVEE/01_01_M_savee_JK_13.wav,neutral,normal,M,savee,JK_13
standardised_datasets/SAVEE/01_01_M_savee_JK_07.wav,neutral,normal,M,savee,JK_07
standardised_datasets/SAVEE/01_01_M_savee_DC_20.wav,neutral,normal,M,savee,DC_20
standardised_datasets/SAVEE/01_01_M_savee_DC_08.wav,neutral,normal,M,savee,DC_08
standardised_datasets/SAVEE/01_01_M_savee_KL_23.wav,neutral,normal,M,savee,KL_23
standardised_datasets/SAVEE/04_01_M_savee_JE_03.wav,sad,normal,M,savee,JE_03
standardised_datasets/SAVEE/04_01_M_savee_JK_12.wav,sad,normal,M,savee,JK_12
standardised_datasets/SAVEE/04_01_M_savee_JK_06.wav,sad,normal,M,savee,JK_06
standardised_datasets/SAVEE/04_01_M_savee_DC_09.wav,sad,normal,M,savee,DC_09
standardised_datasets/SAVEE/04_01_M_savee_KL_08.wav,sad,normal,M,savee,KL_08
standardised_datasets/SAVEE/04_01_M_savee_JK_10.wav,sad,normal,M,savee,JK_10
standardised_datasets/SAVEE/04_01_M_savee_JK_04.wav,sad,normal,M,savee,JK_04
standardised_datasets/SAVEE/04_01_M_savee_JE_01.wav,sad,normal,M,savee,JE_01
standardised_datasets/SAVEE/04_01_M_savee_JE_15.wav,sad,normal,M,savee,JE_15
standardised_datasets/SAVEE/01_01_M_savee_KL_09.wav,neutral,normal,M,savee,KL_09
standardised_datasets/SAVEE/07_01_M_savee_JK_09.wav,disgust,normal,M,savee,JK_09
standardised_datasets/SAVEE/01_01_M_savee_KL_21.wav,neutral,normal,M,savee,KL_21
standardised_datasets/SAVEE/01_01_M_savee_DC_22.wav,neutral,normal,M,savee,DC_22
standardised_datasets/SAVEE/01_01_M_savee_JK_11.wav,neutral,normal,M,savee,JK_11
standardised_datasets/SAVEE/01_01_M_savee_JK_05.wav,neutral,normal,M,savee,JK_05
standardised_datasets/SAVEE/01_01_M_savee_JE_28.wav,neutral,normal,M,savee,JE_28
standardised_datasets/SAVEE/07_01_M_savee_KL_11.wav,disgust,normal,M,savee,KL_11
standardised_datasets/SAVEE/01_01_M_savee_JE_14.wav,neutral,normal,M,savee,JE_14
standardised_datasets/SAVEE/07_01_M_savee_KL_05.wav,disgust,normal,M,savee,KL_05
standardised_datasets/SAVEE/07_01_M_savee_DC_06.wav,disgust,normal,M,savee,DC_06
standardised_datasets/SAVEE/07_01_M_savee_DC_12.wav,disgust,normal,M,savee,DC_12
standardised_datasets/SAVEE/07_01_M_savee_DC_13.wav,disgust,normal,M,savee,DC_13
standardised_datasets/SAVEE/07_01_M_savee_DC_07.wav,disgust,normal,M,savee,DC_07
standardised_datasets/SAVEE/01_01_M_savee_JE_15.wav,neutral,normal,M,savee,JE_15
standardised_datasets/SAVEE/07_01_M_savee_KL_04.wav,disgust,normal,M,savee,KL_04
standardised_datasets/SAVEE/07_01_M_savee_KL_10.wav,disgust,normal,M,savee,KL_10
standardised_datasets/SAVEE/01_01_M_savee_JE_01.wav,neutral,normal,M,savee,JE_01
standardised_datasets/SAVEE/01_01_M_savee_JE_29.wav,neutral,normal,M,savee,JE_29
standardised_datasets/SAVEE/01_01_M_savee_JK_04.wav,neutral,normal,M,savee,JK_04
standardised_datasets/SAVEE/01_01_M_savee_JK_10.wav,neutral,normal,M,savee,JK_10
standardised_datasets/SAVEE/01_01_M_savee_DC_23.wav,neutral,normal,M,savee,DC_23
standardised_datasets/SAVEE/01_01_M_savee_KL_20.wav,neutral,normal,M,savee,KL_20
standardised_datasets/SAVEE/07_01_M_savee_JK_08.wav,disgust,normal,M,savee,JK_08
standardised_datasets/SAVEE/01_01_M_savee_KL_08.wav,neutral,normal,M,savee,KL_08
standardised_datasets/SAVEE/04_01_M_savee_JE_14.wav,sad,normal,M,savee,JE_14
standardised_datasets/SAVEE/04_01_M_savee_JK_05.wav,sad,normal,M,savee,JK_05
standardised_datasets/SAVEE/04_01_M_savee_JK_11.wav,sad,normal,M,savee,JK_11
standardised_datasets/SAVEE/04_01_M_savee_KL_09.wav,sad,normal,M,savee,KL_09
standardised_datasets/SAVEE/04_01_M_savee_JE_04.wav,sad,normal,M,savee,JE_04
standardised_datasets/SAVEE/04_01_M_savee_JE_10.wav,sad,normal,M,savee,JE_10
standardised_datasets/SAVEE/04_01_M_savee_JK_15.wav,sad,normal,M,savee,JK_15
standardised_datasets/SAVEE/04_01_M_savee_JK_01.wav,sad,normal,M,savee,JK_01
standardised_datasets/SAVEE/01_01_M_savee_KL_30.wav,neutral,normal,M,savee,KL_30
standardised_datasets/SAVEE/01_01_M_savee_KL_24.wav,neutral,normal,M,savee,KL_24
standardised_datasets/SAVEE/07_01_M_savee_JE_09.wav,disgust,normal,M,savee,JE_09
standardised_datasets/SAVEE/01_01_M_savee_KL_18.wav,neutral,normal,M,savee,KL_18
standardised_datasets/SAVEE/01_01_M_savee_DC_27.wav,neutral,normal,M,savee,DC_27
standardised_datasets/SAVEE/01_01_M_savee_JK_28.wav,neutral,normal,M,savee,JK_28
standardised_datasets/SAVEE/01_01_M_savee_JE_05.wav,neutral,normal,M,savee,JE_05
standardised_datasets/SAVEE/07_01_M_savee_KL_14.wav,disgust,normal,M,savee,KL_14
standardised_datasets/SAVEE/01_01_M_savee_JE_11.wav,neutral,normal,M,savee,JE_11
standardised_datasets/SAVEE/01_01_M_savee_JK_14.wav,neutral,normal,M,savee,JK_14
standardised_datasets/SAVEE/07_01_M_savee_DC_03.wav,disgust,normal,M,savee,DC_03
standardised_datasets/SAVEE/07_01_M_savee_DC_02.wav,disgust,normal,M,savee,DC_02
standardised_datasets/SAVEE/01_01_M_savee_JK_01.wav,neutral,normal,M,savee,JK_01
standardised_datasets/SAVEE/01_01_M_savee_JK_15.wav,neutral,normal,M,savee,JK_15
standardised_datasets/SAVEE/07_01_M_savee_KL_01.wav,disgust,normal,M,savee,KL_01
standardised_datasets/SAVEE/01_01_M_savee_JE_10.wav,neutral,normal,M,savee,JE_10
standardised_datasets/SAVEE/01_01_M_savee_JE_04.wav,neutral,normal,M,savee,JE_04
standardised_datasets/SAVEE/01_01_M_savee_JK_29.wav,neutral,normal,M,savee,JK_29
standardised_datasets/SAVEE/07_01_M_savee_KL_15.wav,disgust,normal,M,savee,KL_15
standardised_datasets/SAVEE/01_01_M_savee_DC_26.wav,neutral,normal,M,savee,DC_26
standardised_datasets/SAVEE/07_01_M_savee_JE_08.wav,disgust,normal,M,savee,JE_08
standardised_datasets/SAVEE/01_01_M_savee_KL_19.wav,neutral,normal,M,savee,KL_19
standardised_datasets/SAVEE/01_01_M_savee_KL_25.wav,neutral,normal,M,savee,KL_25
standardised_datasets/SAVEE/04_01_M_savee_JK_14.wav,sad,normal,M,savee,JK_14
standardised_datasets/SAVEE/04_01_M_savee_JE_11.wav,sad,normal,M,savee,JE_11
standardised_datasets/SAVEE/04_01_M_savee_JE_05.wav,sad,normal,M,savee,JE_05
standardised_datasets/SAVEE/04_01_M_savee_JE_13.wav,sad,normal,M,savee,JE_13
standardised_datasets/SAVEE/04_01_M_savee_JE_07.wav,sad,normal,M,savee,JE_07
standardised_datasets/SAVEE/04_01_M_savee_JK_02.wav,sad,normal,M,savee,JK_02
standardised_datasets/SAVEE/01_01_M_savee_KL_27.wav,neutral,normal,M,savee,KL_27
standardised_datasets/SAVEE/01_01_M_savee_DC_30.wav,neutral,normal,M,savee,DC_30
standardised_datasets/SAVEE/01_01_M_savee_DC_24.wav,neutral,normal,M,savee,DC_24
standardised_datasets/SAVEE/01_01_M_savee_DC_18.wav,neutral,normal,M,savee,DC_18
standardised_datasets/SAVEE/01_01_M_savee_JE_12.wav,neutral,normal,M,savee,JE_12
standardised_datasets/SAVEE/07_01_M_savee_KL_03.wav,disgust,normal,M,savee,KL_03
standardised_datasets/SAVEE/01_01_M_savee_JE_06.wav,neutral,normal,M,savee,JE_06
standardised_datasets/SAVEE/01_01_M_savee_JK_03.wav,neutral,normal,M,savee,JK_03
standardised_datasets/SAVEE/01_01_M_savee_JK_17.wav,neutral,normal,M,savee,JK_17
standardised_datasets/SAVEE/07_01_M_savee_DC_14.wav,disgust,normal,M,savee,DC_14
standardised_datasets/SAVEE/07_01_M_savee_DC_01.wav,disgust,normal,M,savee,DC_01
standardised_datasets/SAVEE/07_01_M_savee_DC_15.wav,disgust,normal,M,savee,DC_15
standardised_datasets/SAVEE/01_01_M_savee_JK_16.wav,neutral,normal,M,savee,JK_16
standardised_datasets/SAVEE/01_01_M_savee_JK_02.wav,neutral,normal,M,savee,JK_02
standardised_datasets/SAVEE/01_01_M_savee_JE_07.wav,neutral,normal,M,savee,JE_07
standardised_datasets/SAVEE/01_01_M_savee_JE_13.wav,neutral,normal,M,savee,JE_13
standardised_datasets/SAVEE/07_01_M_savee_KL_02.wav,disgust,normal,M,savee,KL_02
standardised_datasets/SAVEE/01_01_M_savee_DC_19.wav,neutral,normal,M,savee,DC_19
standardised_datasets/SAVEE/01_01_M_savee_DC_25.wav,neutral,normal,M,savee,DC_25
standardised_datasets/SAVEE/01_01_M_savee_KL_26.wav,neutral,normal,M,savee,KL_26
standardised_datasets/SAVEE/04_01_M_savee_JK_03.wav,sad,normal,M,savee,JK_03
standardised_datasets/SAVEE/04_01_M_savee_JE_06.wav,sad,normal,M,savee,JE_06
standardised_datasets/SAVEE/04_01_M_savee_JE_12.wav,sad,normal,M,savee,JE_12
standardised_datasets/SAVEE/04_01_M_savee_KL_02.wav,sad,normal,M,savee,KL_02
standardised_datasets/SAVEE/04_01_M_savee_DC_15.wav,sad,normal,M,savee,DC_15
standardised_datasets/SAVEE/04_01_M_savee_DC_01.wav,sad,normal,M,savee,DC_01
standardised_datasets/SAVEE/07_01_M_savee_JK_03.wav,disgust,normal,M,savee,JK_03
standardised_datasets/SAVEE/07_01_M_savee_JE_12.wav,disgust,normal,M,savee,JE_12
standardised_datasets/SAVEE/01_01_M_savee_KL_03.wav,neutral,normal,M,savee,KL_03
standardised_datasets/SAVEE/01_01_M_savee_KL_17.wav,neutral,normal,M,savee,KL_17
standardised_datasets/SAVEE/07_01_M_savee_JE_06.wav,disgust,normal,M,savee,JE_06
standardised_datasets/SAVEE/01_01_M_savee_DC_28.wav,neutral,normal,M,savee,DC_28
standardised_datasets/SAVEE/01_01_M_savee_DC_14.wav,neutral,normal,M,savee,DC_14
standardised_datasets/SAVEE/01_01_M_savee_JK_27.wav,neutral,normal,M,savee,JK_27
standardised_datasets/SAVEE/01_01_M_savee_JE_22.wav,neutral,normal,M,savee,JE_22
standardised_datasets/SAVEE/01_01_M_savee_JE_23.wav,neutral,normal,M,savee,JE_23
standardised_datasets/SAVEE/01_01_M_savee_JK_26.wav,neutral,normal,M,savee,JK_26
standardised_datasets/SAVEE/01_01_M_savee_DC_01.wav,neutral,normal,M,savee,DC_01
standardised_datasets/SAVEE/01_01_M_savee_DC_15.wav,neutral,normal,M,savee,DC_15
standardised_datasets/SAVEE/01_01_M_savee_DC_29.wav,neutral,normal,M,savee,DC_29
standardised_datasets/SAVEE/01_01_M_savee_KL_16.wav,neutral,normal,M,savee,KL_16
standardised_datasets/SAVEE/07_01_M_savee_JE_07.wav,disgust,normal,M,savee,JE_07
standardised_datasets/SAVEE/07_01_M_savee_JE_13.wav,disgust,normal,M,savee,JE_13
standardised_datasets/SAVEE/01_01_M_savee_KL_02.wav,neutral,normal,M,savee,KL_02
standardised_datasets/SAVEE/07_01_M_savee_JK_02.wav,disgust,normal,M,savee,JK_02
standardised_datasets/SAVEE/04_01_M_savee_DC_14.wav,sad,normal,M,savee,DC_14
standardised_datasets/SAVEE/04_01_M_savee_KL_03.wav,sad,normal,M,savee,KL_03
standardised_datasets/SAVEE/04_01_M_savee_KL_15.wav,sad,normal,M,savee,KL_15
standardised_datasets/SAVEE/04_01_M_savee_KL_01.wav,sad,normal,M,savee,KL_01
standardised_datasets/SAVEE/04_01_M_savee_DC_02.wav,sad,normal,M,savee,DC_02
standardised_datasets/SAVEE/04_01_M_savee_JE_08.wav,sad,normal,M,savee,JE_08
standardised_datasets/SAVEE/07_01_M_savee_JK_14.wav,disgust,normal,M,savee,JK_14
standardised_datasets/SAVEE/01_01_M_savee_KL_28.wav,neutral,normal,M,savee,KL_28
standardised_datasets/SAVEE/07_01_M_savee_JE_05.wav,disgust,normal,M,savee,JE_05
standardised_datasets/SAVEE/01_01_M_savee_KL_14.wav,neutral,normal,M,savee,KL_14
standardised_datasets/SAVEE/07_01_M_savee_JE_11.wav,disgust,normal,M,savee,JE_11
standardised_datasets/SAVEE/01_01_M_savee_DC_03.wav,neutral,normal,M,savee,DC_03
standardised_datasets/SAVEE/01_01_M_savee_DC_17.wav,neutral,normal,M,savee,DC_17
standardised_datasets/SAVEE/01_01_M_savee_JK_30.wav,neutral,normal,M,savee,JK_30
standardised_datasets/SAVEE/01_01_M_savee_JK_24.wav,neutral,normal,M,savee,JK_24
standardised_datasets/SAVEE/01_01_M_savee_JE_09.wav,neutral,normal,M,savee,JE_09
standardised_datasets/SAVEE/01_01_M_savee_JE_21.wav,neutral,normal,M,savee,JE_21
standardised_datasets/SAVEE/01_01_M_savee_JK_18.wav,neutral,normal,M,savee,JK_18
standardised_datasets/SAVEE/01_01_M_savee_JK_19.wav,neutral,normal,M,savee,JK_19
standardised_datasets/SAVEE/01_01_M_savee_JE_20.wav,neutral,normal,M,savee,JE_20
standardised_datasets/SAVEE/01_01_M_savee_JE_08.wav,neutral,normal,M,savee,JE_08
standardised_datasets/SAVEE/01_01_M_savee_JK_25.wav,neutral,normal,M,savee,JK_25
standardised_datasets/SAVEE/01_01_M_savee_DC_16.wav,neutral,normal,M,savee,DC_16
standardised_datasets/SAVEE/01_01_M_savee_DC_02.wav,neutral,normal,M,savee,DC_02
standardised_datasets/SAVEE/01_01_M_savee_KL_01.wav,neutral,normal,M,savee,KL_01
standardised_datasets/SAVEE/07_01_M_savee_JE_10.wav,disgust,normal,M,savee,JE_10
standardised_datasets/SAVEE/07_01_M_savee_JE_04.wav,disgust,normal,M,savee,JE_04
standardised_datasets/SAVEE/01_01_M_savee_KL_15.wav,neutral,normal,M,savee,KL_15
standardised_datasets/SAVEE/07_01_M_savee_JK_01.wav,disgust,normal,M,savee,JK_01
standardised_datasets/SAVEE/07_01_M_savee_JK_15.wav,disgust,normal,M,savee,JK_15
standardised_datasets/SAVEE/01_01_M_savee_KL_29.wav,neutral,normal,M,savee,KL_29
standardised_datasets/SAVEE/04_01_M_savee_JE_09.wav,sad,normal,M,savee,JE_09
standardised_datasets/SAVEE/04_01_M_savee_DC_03.wav,sad,normal,M,savee,DC_03
standardised_datasets/SAVEE/04_01_M_savee_KL_14.wav,sad,normal,M,savee,KL_14
standardised_datasets/SAVEE/04_01_M_savee_KL_10.wav,sad,normal,M,savee,KL_10
standardised_datasets/SAVEE/04_01_M_savee_KL_04.wav,sad,normal,M,savee,KL_04
standardised_datasets/SAVEE/04_01_M_savee_DC_07.wav,sad,normal,M,savee,DC_07
standardised_datasets/SAVEE/04_01_M_savee_DC_13.wav,sad,normal,M,savee,DC_13
standardised_datasets/SAVEE/04_01_M_savee_JK_08.wav,sad,normal,M,savee,JK_08
standardised_datasets/SAVEE/01_01_M_savee_KL_11.wav,neutral,normal,M,savee,KL_11
standardised_datasets/SAVEE/07_01_M_savee_JE_14.wav,disgust,normal,M,savee,JE_14
standardised_datasets/SAVEE/01_01_M_savee_KL_05.wav,neutral,normal,M,savee,KL_05
standardised_datasets/SAVEE/07_01_M_savee_JK_11.wav,disgust,normal,M,savee,JK_11
standardised_datasets/SAVEE/07_01_M_savee_JK_05.wav,disgust,normal,M,savee,JK_05
standardised_datasets/SAVEE/01_01_M_savee_DC_06.wav,neutral,normal,M,savee,DC_06
standardised_datasets/SAVEE/01_01_M_savee_DC_12.wav,neutral,normal,M,savee,DC_12
standardised_datasets/SAVEE/01_01_M_savee_JK_09.wav,neutral,normal,M,savee,JK_09
standardised_datasets/SAVEE/01_01_M_savee_JE_24.wav,neutral,normal,M,savee,JE_24
standardised_datasets/SAVEE/01_01_M_savee_JE_30.wav,neutral,normal,M,savee,JE_30
standardised_datasets/SAVEE/01_01_M_savee_JE_18.wav,neutral,normal,M,savee,JE_18
standardised_datasets/SAVEE/07_01_M_savee_KL_09.wav,disgust,normal,M,savee,KL_09
standardised_datasets/SAVEE/01_01_M_savee_JK_21.wav,neutral,normal,M,savee,JK_21
standardised_datasets/SAVEE/01_01_M_savee_JK_20.wav,neutral,normal,M,savee,JK_20
standardised_datasets/SAVEE/01_01_M_savee_JE_19.wav,neutral,normal,M,savee,JE_19
standardised_datasets/SAVEE/07_01_M_savee_KL_08.wav,disgust,normal,M,savee,KL_08
standardised_datasets/SAVEE/01_01_M_savee_JE_25.wav,neutral,normal,M,savee,JE_25
standardised_datasets/SAVEE/01_01_M_savee_JK_08.wav,neutral,normal,M,savee,JK_08
standardised_datasets/SAVEE/01_01_M_savee_DC_13.wav,neutral,normal,M,savee,DC_13
standardised_datasets/SAVEE/01_01_M_savee_DC_07.wav,neutral,normal,M,savee,DC_07
standardised_datasets/SAVEE/07_01_M_savee_JK_04.wav,disgust,normal,M,savee,JK_04
standardised_datasets/SAVEE/07_01_M_savee_JK_10.wav,disgust,normal,M,savee,JK_10
